"","subject","item","region","measure","sort","condition","skips","rawdata","nozero","proficiency","ambiguity","continuation","trimmed_nozero"
"23076",4,45,"disamb","tt","disamb tt",8,0,1069,1069,85,-0.5,0.5,1069
"23078",4,30,"disamb","tt","disamb tt",5,0,1138,1138,85,0.5,-0.5,1138
"23079",4,40,"disamb","tt","disamb tt",7,0,1159,1159,85,0.5,0.5,1159
"23081",4,41,"disamb","tt","disamb tt",8,0,1264,1264,85,-0.5,0.5,1264
"23083",4,48,"disamb","tt","disamb tt",7,0,1175,1175,85,0.5,0.5,1175
"23085",4,42,"disamb","tt","disamb tt",5,0,493,493,85,0.5,-0.5,493
"23086",4,25,"disamb","tt","disamb tt",8,0,579,579,85,-0.5,0.5,579
"23088",4,27,"disamb","tt","disamb tt",6,0,1227,1227,85,-0.5,-0.5,1227
"23090",4,47,"disamb","tt","disamb tt",6,0,730,730,85,-0.5,-0.5,730
"23092",4,39,"disamb","tt","disamb tt",6,0,594,594,85,-0.5,-0.5,594
"23094",4,34,"disamb","tt","disamb tt",5,0,460,460,85,0.5,-0.5,460
"23095",4,35,"disamb","tt","disamb tt",6,0,795,795,85,-0.5,-0.5,795
"23098",5,42,"disamb","tt","disamb tt",6,0,407,407,85,-0.5,-0.5,407
"23100",5,47,"disamb","tt","disamb tt",7,0,284,284,85,0.5,0.5,284
"23102",5,25,"disamb","tt","disamb tt",5,0,384,384,85,0.5,-0.5,384
"23104",5,43,"disamb","tt","disamb tt",7,0,906,906,85,0.5,0.5,906
"23106",5,33,"disamb","tt","disamb tt",5,0,366,366,85,0.5,-0.5,366
"23108",5,41,"disamb","tt","disamb tt",5,0,478,478,85,0.5,-0.5,478
"23110",5,29,"disamb","tt","disamb tt",5,0,481,481,85,0.5,-0.5,481
"23112",5,39,"disamb","tt","disamb tt",7,0,595,595,85,0.5,0.5,595
"23114",5,40,"disamb","tt","disamb tt",8,0,2598,2598,85,-0.5,0.5,2598
"23116",5,28,"disamb","tt","disamb tt",8,0,1927,1927,85,-0.5,0.5,1927
"23118",5,46,"disamb","tt","disamb tt",6,0,271,271,85,-0.5,-0.5,271
"23120",5,31,"disamb","tt","disamb tt",7,0,1675,1675,85,0.5,0.5,1675
"23122",5,36,"disamb","tt","disamb tt",8,0,390,390,85,-0.5,0.5,390
"23124",5,27,"disamb","tt","disamb tt",7,0,452,452,85,0.5,0.5,452
"23126",5,38,"disamb","tt","disamb tt",6,0,407,407,85,-0.5,-0.5,407
"23128",5,26,"disamb","tt","disamb tt",6,0,315,315,85,-0.5,-0.5,315
"23130",5,44,"disamb","tt","disamb tt",8,0,427,427,85,-0.5,0.5,427
"23132",5,45,"disamb","tt","disamb tt",5,0,1272,1272,85,0.5,-0.5,1272
"23134",5,30,"disamb","tt","disamb tt",6,0,349,349,85,-0.5,-0.5,349
"23136",5,32,"disamb","tt","disamb tt",8,0,1268,1268,85,-0.5,0.5,1268
"23138",5,37,"disamb","tt","disamb tt",5,0,524,524,85,0.5,-0.5,524
"23140",5,34,"disamb","tt","disamb tt",6,0,931,931,85,-0.5,-0.5,931
"23142",5,48,"disamb","tt","disamb tt",8,0,377,377,85,-0.5,0.5,377
"23144",5,35,"disamb","tt","disamb tt",7,0,1520,1520,85,0.5,0.5,1520
"23146",6,42,"disamb","tt","disamb tt",7,0,916,916,85,0.5,0.5,916
"23148",6,36,"disamb","tt","disamb tt",5,0,136,136,85,0.5,-0.5,136
"23150",6,30,"disamb","tt","disamb tt",7,0,372,372,63,0.5,0.5,372
"23152",6,26,"disamb","tt","disamb tt",7,0,776,776,63,0.5,0.5,776
"23154",6,27,"disamb","tt","disamb tt",8,0,898,898,63,-0.5,0.5,898
"23156",6,28,"disamb","tt","disamb tt",5,0,808,808,63,0.5,-0.5,808
"23158",6,35,"disamb","tt","disamb tt",8,0,216,216,63,-0.5,0.5,216
"23160",6,47,"disamb","tt","disamb tt",8,0,372,372,63,-0.5,0.5,372
"23162",6,43,"disamb","tt","disamb tt",8,0,382,382,63,-0.5,0.5,382
"23164",6,34,"disamb","tt","disamb tt",7,0,284,284,63,0.5,0.5,284
"23166",6,48,"disamb","tt","disamb tt",5,0,926,926,63,0.5,-0.5,926
"23168",6,39,"disamb","tt","disamb tt",8,0,212,212,63,-0.5,0.5,212
"23170",6,45,"disamb","tt","disamb tt",6,0,322,322,63,-0.5,-0.5,322
"23172",6,33,"disamb","tt","disamb tt",6,0,296,296,63,-0.5,-0.5,296
"23174",6,29,"disamb","tt","disamb tt",6,0,326,326,63,-0.5,-0.5,326
"23176",6,32,"disamb","tt","disamb tt",5,0,646,646,63,0.5,-0.5,646
"23178",6,41,"disamb","tt","disamb tt",6,0,210,210,63,-0.5,-0.5,210
"23180",6,31,"disamb","tt","disamb tt",8,0,236,236,63,-0.5,0.5,236
"23181",6,40,"disamb","tt","disamb tt",5,0,218,218,63,0.5,-0.5,218
"23183",6,25,"disamb","tt","disamb tt",6,0,218,218,63,-0.5,-0.5,218
"23185",6,46,"disamb","tt","disamb tt",7,0,928,928,63,0.5,0.5,928
"23187",6,44,"disamb","tt","disamb tt",5,0,988,988,63,0.5,-0.5,988
"23189",6,38,"disamb","tt","disamb tt",7,0,446,446,63,0.5,0.5,446
"23191",6,37,"disamb","tt","disamb tt",6,0,590,590,63,-0.5,-0.5,590
"23192",7,47,"disamb","tt","disamb tt",5,0,1568,1568,63,0.5,-0.5,1568
"23194",7,31,"disamb","tt","disamb tt",5,0,1666,1666,63,0.5,-0.5,1666
"23196",7,30,"disamb","tt","disamb tt",8,0,1135,1135,63,-0.5,0.5,1135
"23198",7,44,"disamb","tt","disamb tt",6,0,699,699,63,-0.5,-0.5,699
"23200",7,42,"disamb","tt","disamb tt",8,0,356,356,63,-0.5,0.5,356
"23202",7,38,"disamb","tt","disamb tt",8,0,984,984,63,-0.5,0.5,984
"23204",7,39,"disamb","tt","disamb tt",5,0,540,540,63,0.5,-0.5,540
"23206",7,37,"disamb","tt","disamb tt",7,0,1184,1184,63,0.5,0.5,1184
"23208",7,28,"disamb","tt","disamb tt",6,0,299,299,63,-0.5,-0.5,299
"23210",7,27,"disamb","tt","disamb tt",5,0,286,286,63,0.5,-0.5,286
"23212",7,34,"disamb","tt","disamb tt",8,0,287,287,63,-0.5,0.5,287
"23214",7,32,"disamb","tt","disamb tt",6,0,282,282,63,-0.5,-0.5,282
"23216",7,36,"disamb","tt","disamb tt",6,0,377,377,63,-0.5,-0.5,377
"23218",7,35,"disamb","tt","disamb tt",5,0,198,198,63,0.5,-0.5,198
"23220",7,45,"disamb","tt","disamb tt",7,0,676,676,63,0.5,0.5,676
"23222",7,33,"disamb","tt","disamb tt",7,0,327,327,63,0.5,0.5,327
"23224",7,29,"disamb","tt","disamb tt",7,0,464,464,63,0.5,0.5,464
"23226",7,48,"disamb","tt","disamb tt",6,0,263,263,63,-0.5,-0.5,263
"23228",7,26,"disamb","tt","disamb tt",8,0,1442,1442,63,-0.5,0.5,1442
"23230",7,41,"disamb","tt","disamb tt",7,0,1323,1323,63,0.5,0.5,1323
"23232",7,25,"disamb","tt","disamb tt",7,0,244,244,63,0.5,0.5,244
"23234",7,40,"disamb","tt","disamb tt",6,0,373,373,63,-0.5,-0.5,373
"23236",7,43,"disamb","tt","disamb tt",5,0,583,583,63,0.5,-0.5,583
"23238",7,46,"disamb","tt","disamb tt",8,0,349,349,63,-0.5,0.5,349
"23240",8,41,"disamb","tt","disamb tt",8,0,184,184,63,-0.5,0.5,184
"23242",8,43,"disamb","tt","disamb tt",6,0,734,734,63,-0.5,-0.5,734
"23244",8,48,"disamb","tt","disamb tt",7,0,712,712,63,0.5,0.5,712
"23246",8,44,"disamb","tt","disamb tt",7,0,1594,1594,63,0.5,0.5,1594
"23248",8,28,"disamb","tt","disamb tt",7,0,754,754,63,0.5,0.5,754
"23250",8,45,"disamb","tt","disamb tt",8,0,310,310,63,-0.5,0.5,310
"23252",8,27,"disamb","tt","disamb tt",6,0,1568,1568,63,-0.5,-0.5,1568
"23254",8,47,"disamb","tt","disamb tt",6,0,538,538,63,-0.5,-0.5,538
"23256",8,36,"disamb","tt","disamb tt",7,0,1472,1472,63,0.5,0.5,1472
"23258",8,35,"disamb","tt","disamb tt",6,0,388,388,63,-0.5,-0.5,388
"23260",8,31,"disamb","tt","disamb tt",6,0,1254,1254,63,-0.5,-0.5,1254
"23262",8,33,"disamb","tt","disamb tt",8,0,366,366,63,-0.5,0.5,366
"23264",8,30,"disamb","tt","disamb tt",5,0,510,510,63,0.5,-0.5,510
"23266",8,29,"disamb","tt","disamb tt",8,0,1358,1358,63,-0.5,0.5,1358
"23268",8,46,"disamb","tt","disamb tt",5,0,434,434,63,0.5,-0.5,434
"23270",8,40,"disamb","tt","disamb tt",7,0,1230,1230,63,0.5,0.5,1230
"23272",8,34,"disamb","tt","disamb tt",5,0,452,452,63,0.5,-0.5,452
"23274",8,25,"disamb","tt","disamb tt",8,0,492,492,63,-0.5,0.5,492
"23276",8,38,"disamb","tt","disamb tt",5,1,0,NA,63,0.5,-0.5,NA
"23278",8,26,"disamb","tt","disamb tt",5,0,1586,1586,63,0.5,-0.5,1586
"23280",8,42,"disamb","tt","disamb tt",5,0,636,636,63,0.5,-0.5,636
"23282",8,37,"disamb","tt","disamb tt",8,0,978,978,63,-0.5,0.5,978
"23284",8,32,"disamb","tt","disamb tt",7,0,746,746,63,0.5,0.5,746
"23286",8,39,"disamb","tt","disamb tt",6,0,878,878,63,-0.5,-0.5,878
"23288",9,29,"disamb","tt","disamb tt",5,0,734,734,63,0.5,-0.5,734
"23290",9,31,"disamb","tt","disamb tt",7,0,4474,4474,63,0.5,0.5,4474
"23292",9,44,"disamb","tt","disamb tt",8,0,2256,2256,63,-0.5,0.5,2256
"23294",9,32,"disamb","tt","disamb tt",8,0,2412,2412,63,-0.5,0.5,2412
"23296",9,26,"disamb","tt","disamb tt",6,0,1028,1028,63,-0.5,-0.5,1028
"23298",9,33,"disamb","tt","disamb tt",5,0,734,734,63,0.5,-0.5,734
"23300",9,47,"disamb","tt","disamb tt",7,0,2394,2394,63,0.5,0.5,2394
"23302",9,45,"disamb","tt","disamb tt",5,0,512,512,63,0.5,-0.5,512
"23304",9,37,"disamb","tt","disamb tt",5,0,3584,3584,63,0.5,-0.5,3584
"23306",9,46,"disamb","tt","disamb tt",6,0,1364,1364,63,-0.5,-0.5,1364
"23308",9,25,"disamb","tt","disamb tt",5,0,1282,1282,63,0.5,-0.5,1282
"23310",9,40,"disamb","tt","disamb tt",8,0,598,598,63,-0.5,0.5,598
"23312",9,27,"disamb","tt","disamb tt",7,0,2674,2674,63,0.5,0.5,2674
"23314",9,41,"disamb","tt","disamb tt",5,0,3596,3596,63,0.5,-0.5,3596
"23316",9,30,"disamb","tt","disamb tt",6,0,270,270,63,-0.5,-0.5,270
"23318",9,38,"disamb","tt","disamb tt",6,0,522,522,63,-0.5,-0.5,522
"23320",9,39,"disamb","tt","disamb tt",7,0,2082,2082,63,0.5,0.5,2082
"23322",9,43,"disamb","tt","disamb tt",7,0,2770,2770,63,0.5,0.5,2770
"23324",9,28,"disamb","tt","disamb tt",8,0,744,744,63,-0.5,0.5,744
"23326",9,34,"disamb","tt","disamb tt",6,0,588,588,63,-0.5,-0.5,588
"23328",9,36,"disamb","tt","disamb tt",8,0,1446,1446,63,-0.5,0.5,1446
"23330",9,35,"disamb","tt","disamb tt",7,0,1610,1610,63,0.5,0.5,1610
"23332",9,48,"disamb","tt","disamb tt",8,0,734,734,63,-0.5,0.5,734
"23334",9,42,"disamb","tt","disamb tt",6,0,2622,2622,63,-0.5,-0.5,2622
"23337",10,30,"disamb","tt","disamb tt",7,0,772,772,63,0.5,0.5,772
"23339",10,32,"disamb","tt","disamb tt",5,0,1734,1734,63,0.5,-0.5,1734
"23341",10,41,"disamb","tt","disamb tt",6,0,992,992,63,-0.5,-0.5,992
"23343",10,36,"disamb","tt","disamb tt",5,0,1590,1590,63,0.5,-0.5,1590
"23345",10,40,"disamb","tt","disamb tt",5,0,1112,1112,63,0.5,-0.5,1112
"23347",10,27,"disamb","tt","disamb tt",8,0,2946,2946,63,-0.5,0.5,2946
"23349",10,46,"disamb","tt","disamb tt",7,0,696,696,63,0.5,0.5,696
"23351",10,42,"disamb","tt","disamb tt",7,0,686,686,63,0.5,0.5,686
"23353",10,37,"disamb","tt","disamb tt",6,0,1594,1594,63,-0.5,-0.5,1594
"23355",10,28,"disamb","tt","disamb tt",5,0,1544,1544,63,0.5,-0.5,1544
"23357",10,35,"disamb","tt","disamb tt",8,0,306,306,63,-0.5,0.5,306
"23359",10,48,"disamb","tt","disamb tt",5,0,512,512,63,0.5,-0.5,512
"23361",10,33,"disamb","tt","disamb tt",6,0,426,426,63,-0.5,-0.5,426
"23363",10,25,"disamb","tt","disamb tt",6,0,328,328,63,-0.5,-0.5,328
"23365",10,29,"disamb","tt","disamb tt",6,0,386,386,63,-0.5,-0.5,386
"23367",10,31,"disamb","tt","disamb tt",8,0,436,436,63,-0.5,0.5,436
"23369",10,44,"disamb","tt","disamb tt",5,0,620,620,63,0.5,-0.5,620
"23371",10,34,"disamb","tt","disamb tt",7,0,1008,1008,63,0.5,0.5,1008
"23373",10,26,"disamb","tt","disamb tt",7,0,350,350,63,0.5,0.5,350
"23375",10,39,"disamb","tt","disamb tt",8,0,1674,1674,63,-0.5,0.5,1674
"23377",10,47,"disamb","tt","disamb tt",8,0,1564,1564,63,-0.5,0.5,1564
"23379",10,38,"disamb","tt","disamb tt",7,0,868,868,63,0.5,0.5,868
"23381",10,45,"disamb","tt","disamb tt",6,0,828,828,63,-0.5,-0.5,828
"23383",10,43,"disamb","tt","disamb tt",8,0,304,304,63,-0.5,0.5,304
"23385",11,25,"disamb","tt","disamb tt",7,0,1900,1900,63,0.5,0.5,1900
"23387",11,45,"disamb","tt","disamb tt",7,0,836,836,63,0.5,0.5,836
"23389",11,26,"disamb","tt","disamb tt",8,0,1162,1162,63,-0.5,0.5,1162
"23391",11,46,"disamb","tt","disamb tt",8,0,1380,1380,63,-0.5,0.5,1380
"23393",11,27,"disamb","tt","disamb tt",5,0,2074,2074,63,0.5,-0.5,2074
"23395",11,31,"disamb","tt","disamb tt",5,0,714,714,63,0.5,-0.5,714
"23397",11,41,"disamb","tt","disamb tt",7,0,2190,2190,63,0.5,0.5,2190
"23399",11,30,"disamb","tt","disamb tt",8,0,2676,2676,63,-0.5,0.5,2676
"23401",11,38,"disamb","tt","disamb tt",8,0,666,666,63,-0.5,0.5,666
"23403",11,47,"disamb","tt","disamb tt",5,0,1252,1252,63,0.5,-0.5,1252
"23405",11,36,"disamb","tt","disamb tt",6,0,934,934,63,-0.5,-0.5,934
"23407",11,37,"disamb","tt","disamb tt",7,0,1900,1900,63,0.5,0.5,1900
"23409",11,32,"disamb","tt","disamb tt",6,0,1604,1604,63,-0.5,-0.5,1604
"23411",11,44,"disamb","tt","disamb tt",6,0,876,876,63,-0.5,-0.5,876
"23413",11,43,"disamb","tt","disamb tt",5,0,1092,1092,63,0.5,-0.5,1092
"23415",11,28,"disamb","tt","disamb tt",6,0,1068,1068,63,-0.5,-0.5,1068
"23417",11,48,"disamb","tt","disamb tt",6,0,1016,1016,63,-0.5,-0.5,1016
"23419",11,42,"disamb","tt","disamb tt",8,0,796,796,63,-0.5,0.5,796
"23421",11,40,"disamb","tt","disamb tt",6,0,806,806,63,-0.5,-0.5,806
"23423",11,35,"disamb","tt","disamb tt",5,0,1088,1088,63,0.5,-0.5,1088
"23425",11,33,"disamb","tt","disamb tt",7,0,686,686,63,0.5,0.5,686
"23427",11,39,"disamb","tt","disamb tt",5,0,846,846,63,0.5,-0.5,846
"23429",11,29,"disamb","tt","disamb tt",7,0,572,572,63,0.5,0.5,572
"23431",11,34,"disamb","tt","disamb tt",8,0,416,416,63,-0.5,0.5,416
"23433",12,33,"disamb","tt","disamb tt",6,0,772,772,63,-0.5,-0.5,772
"23435",12,34,"disamb","tt","disamb tt",7,0,1393,1393,63,0.5,0.5,1393
"23437",12,43,"disamb","tt","disamb tt",8,0,226,226,63,-0.5,0.5,226
"23439",12,35,"disamb","tt","disamb tt",8,0,1422,1422,63,-0.5,0.5,1422
"23441",12,38,"disamb","tt","disamb tt",7,0,329,329,63,0.5,0.5,329
"23443",12,44,"disamb","tt","disamb tt",5,0,2086,2086,63,0.5,-0.5,2086
"23445",12,25,"disamb","tt","disamb tt",6,0,164,164,63,-0.5,-0.5,164
"23447",12,36,"disamb","tt","disamb tt",5,0,1478,1478,63,0.5,-0.5,1478
"23449",12,28,"disamb","tt","disamb tt",5,0,585,585,63,0.5,-0.5,585
"23451",12,31,"disamb","tt","disamb tt",8,0,284,284,63,-0.5,0.5,284
"23453",12,29,"disamb","tt","disamb tt",6,0,923,923,63,-0.5,-0.5,923
"23455",12,30,"disamb","tt","disamb tt",7,0,246,246,63,0.5,0.5,246
"23457",12,45,"disamb","tt","disamb tt",6,0,288,288,63,-0.5,-0.5,288
"23459",12,27,"disamb","tt","disamb tt",8,0,1688,1688,63,-0.5,0.5,1688
"23461",12,46,"disamb","tt","disamb tt",7,0,1698,1698,63,0.5,0.5,1698
"23463",12,41,"disamb","tt","disamb tt",6,0,499,499,63,-0.5,-0.5,499
"23465",12,37,"disamb","tt","disamb tt",6,0,303,303,63,-0.5,-0.5,303
"23467",12,32,"disamb","tt","disamb tt",5,0,1177,1177,63,0.5,-0.5,1177
"23469",12,42,"disamb","tt","disamb tt",7,0,684,684,63,0.5,0.5,684
"23471",12,47,"disamb","tt","disamb tt",8,0,847,847,63,-0.5,0.5,847
"23473",12,48,"disamb","tt","disamb tt",5,0,560,560,63,0.5,-0.5,560
"23475",12,39,"disamb","tt","disamb tt",8,0,478,478,63,-0.5,0.5,478
"23477",12,26,"disamb","tt","disamb tt",7,0,1337,1337,63,0.5,0.5,1337
"23479",12,40,"disamb","tt","disamb tt",5,0,323,323,63,0.5,-0.5,323
"23480",13,47,"disamb","tt","disamb tt",6,0,452,452,63,-0.5,-0.5,452
"23482",13,27,"disamb","tt","disamb tt",6,0,1042,1042,63,-0.5,-0.5,1042
"23484",13,41,"disamb","tt","disamb tt",8,0,548,548,63,-0.5,0.5,548
"23486",13,35,"disamb","tt","disamb tt",6,0,842,842,63,-0.5,-0.5,842
"23488",13,37,"disamb","tt","disamb tt",8,0,796,796,63,-0.5,0.5,796
"23490",13,43,"disamb","tt","disamb tt",6,0,1056,1056,63,-0.5,-0.5,1056
"23492",13,44,"disamb","tt","disamb tt",7,0,942,942,63,0.5,0.5,942
"23494",13,46,"disamb","tt","disamb tt",5,0,714,714,63,0.5,-0.5,714
"23496",13,25,"disamb","tt","disamb tt",8,0,1344,1344,63,-0.5,0.5,1344
"23498",13,30,"disamb","tt","disamb tt",5,0,996,996,63,0.5,-0.5,996
"23500",13,29,"disamb","tt","disamb tt",8,0,1270,1270,63,-0.5,0.5,1270
"23502",13,31,"disamb","tt","disamb tt",6,0,406,406,63,-0.5,-0.5,406
"23504",13,38,"disamb","tt","disamb tt",5,0,986,986,63,0.5,-0.5,986
"23506",13,32,"disamb","tt","disamb tt",7,0,758,758,63,0.5,0.5,758
"23508",13,34,"disamb","tt","disamb tt",5,0,416,416,63,0.5,-0.5,416
"23510",13,26,"disamb","tt","disamb tt",5,0,760,760,63,0.5,-0.5,760
"23512",13,39,"disamb","tt","disamb tt",6,0,586,586,63,-0.5,-0.5,586
"23514",13,33,"disamb","tt","disamb tt",8,0,376,376,63,-0.5,0.5,376
"23516",13,36,"disamb","tt","disamb tt",7,0,760,760,63,0.5,0.5,760
"23518",13,48,"disamb","tt","disamb tt",7,0,486,486,63,0.5,0.5,486
"23520",13,40,"disamb","tt","disamb tt",7,0,1002,1002,63,0.5,0.5,1002
"23522",13,45,"disamb","tt","disamb tt",8,0,452,452,63,-0.5,0.5,452
"23524",13,42,"disamb","tt","disamb tt",5,0,758,758,63,0.5,-0.5,758
"23526",13,28,"disamb","tt","disamb tt",7,0,800,800,63,0.5,0.5,800
"23529",14,41,"disamb","tt","disamb tt",5,0,1258,1258,63,0.5,-0.5,1258
"23531",14,34,"disamb","tt","disamb tt",6,0,682,682,63,-0.5,-0.5,682
"23533",14,35,"disamb","tt","disamb tt",7,0,2278,2278,63,0.5,0.5,2278
"23535",14,27,"disamb","tt","disamb tt",7,0,1944,1944,63,0.5,0.5,1944
